ANNO,PROVINCIA,GENERE,FASCIA D'ETA',COORDINATA X,COORDINATA Y,POPOLAZIONE,% POPOLAZIONE,POSIZIONE
2016,LECCO,M,18-39,9.388156645,45.85028614,40886,12.051737046578669,"(45.85028614, 9.388156645)"
2014,LECCO,F,40-64,9.388156645,45.85028614,62027,18.199663159377256,"(45.85028614, 9.388156645)"
2016,LODI,M,ALL,9.510140481,45.31535435,112908,49.216042682847096,"(45.31535435, 9.510140481)"
2015,COMO,F,ALL,9.039360974,45.80216962,306375,51.07058617614456,"(45.80216962, 9.039360974)"
2015,BRESCIA,ALL,0-17,10.18167955,45.51939749,226986,17.942465162199614,"(45.51939749, 10.18167955)"
2014,CREMONA,M,40-64,10.0131151,45.13644491,66993,18.49914812186414,"(45.13644491, 10.0131151)"
2017,LECCO,ALL,0-17,9.388156645,45.85028614,56838,16.75460885867739,"(45.85028614, 9.388156645)"
2015,LECCO,ALL,18-39,9.388156645,45.85028614,81898,24.069877825487655,"(45.85028614, 9.388156645)"
2016,CREMONA,ALL,65-79,10.0131151,45.13644491,58589,16.254674789981248,"(45.13644491, 10.0131151)"
2015,ITALIA,ALL,80 e +,,,3977449,6.542329074670718,
2017,MANTOVA,ALL,18-39,10.77086348,45.14135331,96183,23.31087467584402,"(45.14135331, 10.77086348)"
2014,COMO,M,80 e +,9.039360974,45.80216962,12186,2.035036155040831,"(45.80216962, 9.039360974)"
2017,REGIONE LOMBARDIA,ALL,65-79,,,1559024,15.560416904959954,
2013,MILANO,F,65-79,9.18951,45.46427,273910,8.907401848990743,"(45.46427, 9.18951)"
2015,SONDRIO,M,65-79,9.879429303,46.1707552,13245,7.274035345935436,"(46.1707552, 9.879429303)"
2015,LODI,F,18-39,9.510140481,45.31535435,28742,12.519601352057707,"(45.31535435, 9.510140481)"
2017,LECCO,M,0-17,9.388156645,45.85028614,28872,8.510838997989612,"(45.85028614, 9.388156645)"
2016,SONDRIO,ALL,65-79,9.879429303,46.1707552,28389,15.623073875143085,"(46.1707552, 9.879429303)"
2014,ITALIA,ALL,80 e +,,,3877426,6.379163876123371,
2015,PAVIA,ALL,18-39,9.14034225,45.18407925,130039,23.6985212912914,"(45.18407925, 9.14034225)"
2015,BERGAMO,ALL,65-79,9.63853045,45.68012929,156851,14.145337569542582,"(45.68012929, 9.63853045)"
2017,CREMONA,F,ALL,10.0131151,45.13644491,183093,50.945774483288254,"(45.13644491, 10.0131151)"
2017,VARESE,F,0-17,8.80650544,45.80041256,71373,8.01905076496304,"(45.80041256, 8.80650544)"
2017,VARESE,ALL,80 e +,8.80650544,45.80041256,61266,6.883487651720198,"(45.80041256, 8.80650544)"
2012,CREMONA,F,65-79,10.0131151,45.13644491,29917,8.36649598272839,"(45.13644491, 10.0131151)"
2013,BERGAMO,ALL,40-64,9.63853045,45.68012929,396226,36.2160462569763,"(45.68012929, 9.63853045)"
2014,MANTOVA,F,40-64,10.77086348,45.14135331,74693,17.99194020431317,"(45.14135331, 10.77086348)"
2013,MANTOVA,ALL,40-64,10.77086348,45.14135331,147265,35.80171879368398,"(45.14135331, 10.77086348)"
2014,REGIONE LOMBARDIA,M,80 e +,,,203288,2.038302496130456,
2015,LODI,ALL,0-17,9.510140481,45.31535435,39021,16.996985747639126,"(45.31535435, 9.510140481)"
2014,MILANO,F,80 e +,9.18951,45.46427,131983,4.155400512565409,"(45.46427, 9.18951)"
2012,ITALIA,F,ALL,,,30667608,51.63400531637706,
2014,BERGAMO,F,80 e +,9.63853045,45.68012929,38392,3.466730959030775,"(45.68012929, 9.63853045)"
2012,PAVIA,ALL,ALL,9.14034225,45.18407925,535666,5.521828378267912,"(45.18407925, 9.14034225)"
2014,PAVIA,M,40-64,9.14034225,45.18407925,102739,18.736846328643907,"(45.18407925, 9.14034225)"
2013,BERGAMO,F,18-39,9.63853045,45.68012929,142702,13.043319300003109,"(45.68012929, 9.63853045)"
2012,BRESCIA,ALL,18-39,10.18167955,45.51939749,338233,27.31926579569089,"(45.51939749, 10.18167955)"
2015,MILANO,ALL,ALL,9.18951,45.46427,3196825,31.959892488114356,"(45.46427, 9.18951)"
2017,MILANO,F,80 e +,9.18951,45.46427,141408,4.394007708033152,"(45.46427, 9.18951)"
2017,PAVIA,ALL,80 e +,9.14034225,45.18407925,42919,7.842653553853716,"(45.18407925, 9.14034225)"
2013,MONZA E DELLA BRIANZA,F,0-17,9.258430902,45.5823624,71355,8.387956044782786,"(45.5823624, 9.258430902)"
2012,LODI,F,ALL,9.510140481,45.31535435,113935,50.941388452957405,"(45.31535435, 9.510140481)"
2017,LECCO,ALL,ALL,9.388156645,45.85028614,339238,3.385890602072069,"(45.85028614, 9.388156645)"
2016,ITALIA,M,80 e +,,,1455925,2.399920508428251,
2016,REGIONE LOMBARDIA,ALL,0-17,,,1685319,16.839131009520152,
2014,MONZA E DELLA BRIANZA,F,65-79,9.258430902,45.5823624,70031,8.117804433604888,"(45.5823624, 9.258430902)"
2013,COMO,F,80 e +,9.039360974,45.80216962,23767,4.011280936500007,"(45.80216962, 9.039360974)"
2013,LECCO,ALL,18-39,9.388156645,45.85028614,85826,25.360419590751277,"(45.85028614, 9.388156645)"
2014,MILANO,F,18-39,9.18951,45.46427,376233,11.845455862073308,"(45.46427, 9.18951)"
2015,MONZA E DELLA BRIANZA,ALL,80 e +,9.258430902,45.5823624,50170,5.802971926663019,"(45.5823624, 9.258430902)"
2015,BERGAMO,ALL,80 e +,9.63853045,45.68012929,59468,5.36301926405033,"(45.68012929, 9.63853045)"
2013,MONZA E DELLA BRIANZA,M,0-17,9.258430902,45.5823624,75460,8.870508908125696,"(45.5823624, 9.258430902)"
2014,SONDRIO,M,ALL,9.879429303,46.1707552,89245,48.90672950460325,"(46.1707552, 9.879429303)"
2013,PAVIA,F,40-64,9.14034225,45.18407925,99415,18.424890977798945,"(45.18407925, 9.14034225)"
2017,MANTOVA,M,65-79,10.77086348,45.14135331,30194,7.317806160781368,"(45.14135331, 10.77086348)"
2012,MANTOVA,F,40-64,10.77086348,45.14135331,72401,17.737213581030264,"(45.14135331, 10.77086348)"
2016,MILANO,M,0-17,9.18951,45.46427,272783,8.501861768192017,"(45.46427, 9.18951)"
2012,REGIONE LOMBARDIA,ALL,80 e +,,,564824,5.822399017161431,
2014,PAVIA,ALL,ALL,9.14034225,45.18407925,548326,5.497886026195488,"(45.18407925, 9.14034225)"
2013,REGIONE LOMBARDIA,M,ALL,,,4764897,48.64857662826936,
2014,BERGAMO,F,65-79,9.63853045,45.68012929,81664,7.37411744734031,"(45.68012929, 9.63853045)"
2014,CREMONA,ALL,18-39,10.0131151,45.13644491,89984,24.847780284474833,"(45.13644491, 10.0131151)"
2013,ITALIA,ALL,0-17,,,10022928,16.792979609510407,
2013,BRESCIA,F,ALL,10.18167955,45.51939749,634077,50.840367802230936,"(45.51939749, 10.18167955)"
2015,PAVIA,F,40-64,9.14034225,45.18407925,102605,18.69890399874618,"(45.18407925, 9.14034225)"
2013,VARESE,M,18-39,8.80650544,45.80041256,113093,12.896027184820289,"(45.80041256, 8.80650544)"
2013,COMO,ALL,65-79,9.039360974,45.80216962,87726,14.805975993411016,"(45.80216962, 9.039360974)"
2016,BRESCIA,F,18-39,10.18167955,45.51939749,154396,12.213858817107756,"(45.51939749, 10.18167955)"
2012,PAVIA,M,40-64,9.14034225,45.18407925,98492,18.386830599664716,"(45.18407925, 9.14034225)"
2014,LODI,M,0-17,9.510140481,45.31535435,20181,8.809509258693392,"(45.31535435, 9.510140481)"
2014,BRESCIA,M,65-79,10.18167955,45.51939749,83530,6.61731211800728,"(45.51939749, 10.18167955)"
2016,REGIONE LOMBARDIA,M,18-39,,,1230654,12.296273840970175,
2014,LODI,ALL,65-79,9.510140481,45.31535435,33167,14.478221772116534,"(45.31535435, 9.510140481)"
2013,BERGAMO,M,0-17,9.63853045,45.68012929,103763,9.48419742208394,"(45.68012929, 9.63853045)"
2013,MONZA E DELLA BRIANZA,M,ALL,9.258430902,45.5823624,415165,48.80366857728604,"(45.5823624, 9.258430902)"
2017,SONDRIO,F,18-39,9.879429303,46.1707552,20497,11.297034232267949,"(46.1707552, 9.879429303)"
2015,LECCO,ALL,0-17,9.388156645,45.85028614,57979,17.040067479595947,"(45.85028614, 9.388156645)"
2016,MANTOVA,ALL,18-39,10.77086348,45.14135331,97928,23.71896102386235,"(45.14135331, 10.77086348)"
2014,SONDRIO,F,40-64,9.879429303,46.1707552,34026,18.646427005699255,"(46.1707552, 9.879429303)"
2016,COMO,ALL,ALL,9.039360974,45.80216962,599654,5.991537665203322,"(45.80216962, 9.039360974)"
2017,MANTOVA,F,40-64,10.77086348,45.14135331,76266,18.483798259857977,"(45.14135331, 10.77086348)"
2013,LECCO,ALL,40-64,9.388156645,45.85028614,123205,36.405407401935435,"(45.85028614, 9.388156645)"
2015,CREMONA,M,65-79,10.0131151,45.13644491,27073,7.486795166062886,"(45.13644491, 10.0131151)"
2014,VARESE,M,80 e +,8.80650544,45.80041256,18747,2.111155780931692,"(45.80041256, 8.80650544)"
2012,MONZA E DELLA BRIANZA,F,80 e +,9.258430902,45.5823624,29042,3.455908077271829,"(45.5823624, 9.258430902)"
2016,COMO,F,80 e +,9.039360974,45.80216962,25398,4.235442438472853,"(45.80216962, 9.039360974)"
2012,SONDRIO,M,18-39,9.879429303,46.1707552,23814,13.173937576756693,"(46.1707552, 9.879429303)"
2017,SONDRIO,F,80 e +,9.879429303,46.1707552,8385,4.621438846541775,"(46.1707552, 9.879429303)"
2012,LECCO,ALL,18-39,9.388156645,45.85028614,87116,25.917584722441223,"(45.85028614, 9.388156645)"
2013,VARESE,F,0-17,8.80650544,45.80041256,71106,8.10823754789272,"(45.80041256, 8.80650544)"
2012,VARESE,M,40-64,8.80650544,45.80041256,155030,17.79225876644318,"(45.80041256, 8.80650544)"
2016,BERGAMO,ALL,40-64,9.63853045,45.68012929,411117,37.09444571766799,"(45.68012929, 9.63853045)"
2014,LECCO,M,18-39,9.388156645,45.85028614,43091,12.643553375154776,"(45.85028614, 9.388156645)"
2013,LECCO,M,65-79,9.388156645,45.85028614,23735,7.013370761616312,"(45.85028614, 9.388156645)"
2015,BERGAMO,M,0-17,9.63853045,45.68012929,104435,9.418290792377348,"(45.68012929, 9.63853045)"
2016,PAVIA,M,40-64,9.14034225,45.18407925,104188,19.014976474925447,"(45.18407925, 9.14034225)"
2016,MONZA E DELLA BRIANZA,ALL,18-39,9.258430902,45.5823624,205876,23.771124012211402,"(45.5823624, 9.258430902)"
2017,VARESE,F,18-39,8.80650544,45.80041256,102071,11.468097608767216,"(45.80041256, 8.80650544)"
2017,ITALIA,F,18-39,,,7283021,12.0202800999415,
2015,MILANO,M,40-64,9.18951,45.46427,574276,17.96394860525678,"(45.46427, 9.18951)"
2014,MILANO,ALL,ALL,9.18951,45.46427,3176180,31.846521300616025,"(45.46427, 9.18951)"
2017,MONZA E DELLA BRIANZA,M,80 e +,9.258430902,45.5823624,19863,2.286101657461107,"(45.5823624, 9.258430902)"
2017,BRESCIA,ALL,80 e +,10.18167955,45.51939749,76748,6.078192539982482,"(45.51939749, 10.18167955)"
2015,MILANO,F,18-39,9.18951,45.46427,385217,12.04998709657238,"(45.46427, 9.18951)"
2012,MILANO,F,18-39,9.18951,45.46427,383062,12.61964069165522,"(45.46427, 9.18951)"
2016,SONDRIO,M,ALL,9.879429303,46.1707552,88854,48.898256581843796,"(46.1707552, 9.879429303)"
2013,CREMONA,F,18-39,10.0131151,45.13644491,44960,12.426342962643583,"(45.13644491, 10.0131151)"
2015,REGIONE LOMBARDIA,ALL,ALL,,,10002615,100,
2013,BRESCIA,M,18-39,10.18167955,45.51939749,168848,13.53825233003419,"(45.51939749, 10.18167955)"
2016,VARESE,M,80 e +,8.80650544,45.80041256,20721,2.327966834814457,"(45.80041256, 8.80650544)"
2015,MONZA E DELLA BRIANZA,F,0-17,9.258430902,45.5823624,72148,8.345083088795764,"(45.5823624, 9.258430902)"
2012,COMO,F,0-17,9.039360974,45.80216962,48292,8.229790642387886,"(45.80216962, 9.039360974)"
2016,MONZA E DELLA BRIANZA,F,40-64,9.258430902,45.5823624,163757,18.907924939612688,"(45.5823624, 9.258430902)"
2013,MILANO,ALL,18-39,9.18951,45.46427,759565,24.70063409670568,"(45.46427, 9.18951)"
2013,PAVIA,ALL,18-39,9.14034225,45.18407925,133052,24.658940747151895,"(45.18407925, 9.14034225)"
2013,REGIONE LOMBARDIA,M,0-17,,,855676,8.736268476521323,
2015,ITALIA,F,ALL,,,31294022,51.474145864342965,
2017,MILANO,ALL,ALL,9.18951,45.46427,3218201,32.120447949460065,"(45.46427, 9.18951)"
2015,BRESCIA,F,40-64,10.18167955,45.51939749,227262,17.964282016035387,"(45.51939749, 10.18167955)"
2014,PAVIA,M,65-79,9.14034225,45.18407925,40092,7.311708728019463,"(45.18407925, 9.14034225)"
2012,REGIONE LOMBARDIA,F,65-79,,,794028,8.185112259391698,
2014,COMO,M,0-17,9.039360974,45.80216962,52233,8.7228002204372,"(45.80216962, 9.039360974)"
2015,MONZA E DELLA BRIANZA,F,ALL,9.258430902,45.5823624,441817,51.10328179634194,"(45.5823624, 9.258430902)"
2015,MILANO,ALL,0-17,9.18951,45.46427,527147,16.4897046288114,"(45.46427, 9.18951)"
2015,COMO,F,18-39,9.039360974,45.80216962,72165,12.029404655737158,"(45.80216962, 9.039360974)"
2012,MILANO,ALL,40-64,9.18951,45.46427,1101996,36.304289027993605,"(45.46427, 9.18951)"
2014,MONZA E DELLA BRIANZA,M,80 e +,9.258430902,45.5823624,16577,1.921561081462042,"(45.5823624, 9.258430902)"
2016,LODI,ALL,0-17,9.510140481,45.31535435,38867,16.941934415224942,"(45.31535435, 9.510140481)"
2016,BERGAMO,M,40-64,9.63853045,45.68012929,209091,18.865954824424477,"(45.68012929, 9.63853045)"
2012,BERGAMO,ALL,65-79,9.63853045,45.68012929,145854,13.419389266623117,"(45.68012929, 9.63853045)"
2013,LODI,ALL,ALL,9.510140481,45.31535435,225798,2.305349161904227,"(45.31535435, 9.510140481)"
2015,MANTOVA,ALL,65-79,10.77086348,45.14135331,64484,15.541346624280884,"(45.14135331, 10.77086348)"
2017,REGIONE LOMBARDIA,F,ALL,,,5124803,51.1499959178239,
2016,VARESE,M,18-39,8.80650544,45.80041256,106868,12.00642631643991,"(45.80041256, 8.80650544)"
2017,LODI,M,65-79,9.510140481,45.31535435,16269,7.093896345132513,"(45.31535435, 9.510140481)"
2014,COMO,ALL,80 e +,9.039360974,45.80216962,36506,6.096424575407893,"(45.80216962, 9.039360974)"
2012,VARESE,ALL,65-79,8.80650544,45.80041256,133554,15.327532266616476,"(45.80041256, 8.80650544)"
2013,CREMONA,ALL,0-17,10.0131151,45.13644491,57966,16.021027494942125,"(45.13644491, 10.0131151)"
2015,VARESE,F,40-64,8.80650544,45.80041256,164381,18.464920459115245,"(45.80041256, 8.80650544)"
2015,LODI,M,65-79,9.510140481,45.31535435,15730,6.851761508171586,"(45.31535435, 9.510140481)"
2015,BERGAMO,F,ALL,9.63853045,45.68012929,559861,50.490101032328006,"(45.68012929, 9.63853045)"
2014,MONZA E DELLA BRIANZA,ALL,80 e +,9.258430902,45.5823624,48065,5.57156502265024,"(45.5823624, 9.258430902)"
2012,ITALIA,F,0-17,,,4861775,8.185604700471883,
2016,ITALIA,ALL,80 e +,,,4049057,6.674392523031729,
2017,LODI,ALL,40-64,9.510140481,45.31535435,86674,37.79312630266244,"(45.31535435, 9.510140481)"
2012,REGIONE LOMBARDIA,ALL,40-64,,,3506195,36.143057522301326,
2013,MANTOVA,F,80 e +,10.77086348,45.14135331,19290,4.689608226871042,"(45.14135331, 10.77086348)"
2013,BERGAMO,M,65-79,9.63853045,45.68012929,69122,6.317923481484596,"(45.68012929, 9.63853045)"
2016,LECCO,F,ALL,9.388156645,45.85028614,172357,50.80470679785647,"(45.85028614, 9.388156645)"
2015,VARESE,ALL,18-39,8.80650544,45.80041256,215961,24.258902715465823,"(45.80041256, 8.80650544)"
2015,COMO,ALL,0-17,9.039360974,45.80216962,100825,16.806827747726725,"(45.80216962, 9.039360974)"
2014,REGIONE LOMBARDIA,F,40-64,,,1836657,18.415560916706713,
2016,REGIONE LOMBARDIA,F,40-64,,,1860769,18.59216739943821,
2013,MONZA E DELLA BRIANZA,F,80 e +,9.258430902,45.5823624,30126,3.541385520357736,"(45.5823624, 9.258430902)"
2014,CREMONA,F,65-79,10.0131151,45.13644491,30736,8.487301907268163,"(45.13644491, 10.0131151)"
2014,ITALIA,M,80 e +,,,1367911,2.250495157599861,
2017,PAVIA,ALL,0-17,9.14034225,45.18407925,82008,14.985445435458317,"(45.18407925, 9.14034225)"
2017,MILANO,M,0-17,9.18951,45.46427,272995,8.48284491863622,"(45.46427, 9.18951)"
2013,BRESCIA,ALL,80 e +,10.18167955,45.51939749,68689,5.507492030096409,"(45.51939749, 10.18167955)"
2014,BERGAMO,ALL,ALL,9.63853045,45.68012929,1107441,11.103949837753376,"(45.68012929, 9.63853045)"
2017,COMO,F,ALL,9.039360974,45.80216962,306329,51.038671087488964,"(45.80216962, 9.039360974)"
2015,BRESCIA,M,40-64,10.18167955,45.51939749,233370,18.4470984770097,"(45.51939749, 10.18167955)"
2015,REGIONE LOMBARDIA,F,18-39,,,1210704,12.103874836730196,
2015,COMO,ALL,80 e +,9.039360974,45.80216962,37908,6.319000508413833,"(45.80216962, 9.039360974)"
2014,VARESE,F,0-17,8.80650544,45.80041256,71832,8.08921651762337,"(45.80041256, 8.80650544)"
2015,ITALIA,M,40-64,,,10847473,17.84252620073962,
2014,LECCO,M,ALL,9.388156645,45.85028614,167415,49.12210179159307,"(45.85028614, 9.388156645)"
2015,PAVIA,M,65-79,9.14034225,45.18407925,40584,7.396094926028115,"(45.18407925, 9.14034225)"
2017,CREMONA,F,40-64,10.0131151,45.13644491,66280,18.442463298718934,"(45.13644491, 10.0131151)"
2015,MANTOVA,F,18-39,10.77086348,45.14135331,49328,11.888585482949685,"(45.14135331, 10.77086348)"
2013,BERGAMO,F,80 e +,9.63853045,45.68012929,37332,3.412238063290745,"(45.68012929, 9.63853045)"
2016,COMO,F,0-17,9.039360974,45.80216962,48505,8.088831226006997,"(45.80216962, 9.039360974)"
2017,BERGAMO,ALL,ALL,9.63853045,45.68012929,1109933,11.078097717913845,"(45.68012929, 9.63853045)"
2013,CREMONA,M,18-39,10.0131151,45.13644491,47026,12.997357743800647,"(45.13644491, 10.0131151)"
2014,LODI,M,80 e +,9.510140481,45.31535435,4071,1.77709291869287,"(45.31535435, 9.510140481)"
2015,REGIONE LOMBARDIA,M,0-17,,,870931,8.707033110841515,
2016,BRESCIA,F,ALL,10.18167955,45.51939749,642148,50.79862827850534,"(45.51939749, 10.18167955)"
2013,MILANO,M,65-79,9.18951,45.46427,222322,7.229788594324122,"(45.46427, 9.18951)"
2013,REGIONE LOMBARDIA,ALL,ALL,,,9794525,100,
2017,MILANO,M,ALL,9.18951,45.46427,1557612,48.40008439497719,"(45.46427, 9.18951)"
2012,MANTOVA,ALL,0-17,10.77086348,45.14135331,66865,16.380972446452237,"(45.14135331, 10.77086348)"
2015,REGIONE LOMBARDIA,M,40-64,,,1837186,18.367057014590685,
2014,MANTOVA,M,0-17,10.77086348,45.14135331,35416,8.530954095778123,"(45.14135331, 10.77086348)"
2016,MILANO,ALL,65-79,9.18951,45.46427,504613,15.727336279873299,"(45.46427, 9.18951)"
2014,REGIONE LOMBARDIA,F,ALL,,,5107119,51.207417091689024,
2017,LECCO,M,80 e +,9.388156645,45.85028614,7976,2.351151698807327,"(45.85028614, 9.388156645)"
2016,ITALIA,M,18-39,,,7636129,12.587257305220884,
2014,PAVIA,ALL,0-17,9.14034225,45.18407925,82862,15.111813045524014,"(45.18407925, 9.14034225)"
2013,VARESE,F,40-64,8.80650544,45.80041256,160684,18.32284254698048,"(45.80041256, 8.80650544)"
2015,SONDRIO,ALL,80 e +,9.879429303,46.1707552,12067,6.627088298935668,"(46.1707552, 9.879429303)"
2012,REGIONE LOMBARDIA,F,0-17,,,797370,8.21956273868322,
2012,BERGAMO,M,ALL,9.63853045,45.68012929,536513,49.36221696767842,"(45.68012929, 9.63853045)"
2016,MILANO,F,80 e +,9.18951,45.46427,138094,4.303992913842536,"(45.46427, 9.18951)"
2013,SONDRIO,M,80 e +,9.879429303,46.1707552,3534,1.951397286596982,"(46.1707552, 9.879429303)"
2012,SONDRIO,F,40-64,9.879429303,46.1707552,33177,18.353562063662416,"(46.1707552, 9.879429303)"
2016,BERGAMO,F,80 e +,9.63853045,45.68012929,40225,3.629439013694872,"(45.68012929, 9.63853045)"
2013,ITALIA,ALL,ALL,,,59685227,100,
2016,CREMONA,M,65-79,10.0131151,45.13644491,27550,7.643350978237951,"(45.13644491, 10.0131151)"
2014,SONDRIO,ALL,65-79,9.879429303,46.1707552,27683,15.170429636124508,"(46.1707552, 9.879429303)"
2017,COMO,ALL,18-39,9.039360974,45.80216962,141617,23.59536146886819,"(45.80216962, 9.039360974)"
2013,COMO,M,40-64,9.039360974,45.80216962,107997,18.22721871919852,"(45.80216962, 9.039360974)"
2012,VARESE,M,ALL,8.80650544,45.80041256,422400,48.47739213665483,"(45.80041256, 8.80650544)"
2017,CREMONA,ALL,0-17,10.0131151,45.13644491,56589,15.745934755751446,"(45.13644491, 10.0131151)"
2017,PAVIA,ALL,ALL,9.14034225,45.18407925,547251,5.462041451354334,"(45.18407925, 9.14034225)"
2015,MONZA E DELLA BRIANZA,M,80 e +,9.258430902,45.5823624,17531,2.027743688386075,"(45.5823624, 9.258430902)"
2012,REGIONE LOMBARDIA,F,18-39,,,1251594,12.901859119805717,
2012,COMO,M,40-64,9.039360974,45.80216962,106113,18.08348741894529,"(45.80216962, 9.039360974)"
2012,PAVIA,F,65-79,9.14034225,45.18407925,46739,8.725399782700414,"(45.18407925, 9.14034225)"
2017,MONZA E DELLA BRIANZA,ALL,18-39,9.258430902,45.5823624,202909,23.35350154628081,"(45.5823624, 9.258430902)"
2014,BRESCIA,ALL,40-64,10.18167955,45.51939749,455056,36.04989324999307,"(45.51939749, 10.18167955)"
2017,PAVIA,M,0-17,9.14034225,45.18407925,42227,7.716203350930377,"(45.18407925, 9.14034225)"
2016,ITALIA,M,ALL,,,29456321,48.555268211443426,
2013,MONZA E DELLA BRIANZA,ALL,ALL,9.258430902,45.5823624,850684,8.68530122696098,"(45.5823624, 9.258430902)"
2013,MONZA E DELLA BRIANZA,ALL,65-79,9.258430902,45.5823624,126313,14.848404342858219,"(45.5823624, 9.258430902)"
2016,PAVIA,M,ALL,9.14034225,45.18407925,266380,48.61605399269244,"(45.18407925, 9.14034225)"
2017,BERGAMO,ALL,65-79,9.63853045,45.68012929,162573,14.647100320469795,"(45.68012929, 9.63853045)"
2013,BRESCIA,M,ALL,10.18167955,45.51939749,613115,49.15963219776907,"(45.51939749, 10.18167955)"
2015,ITALIA,F,18-39,,,7601483,12.503341524056044,
2016,LODI,F,40-64,9.510140481,45.31535435,42390,18.477592812961777,"(45.31535435, 9.510140481)"
2015,REGIONE LOMBARDIA,ALL,0-17,,,1690127,16.896851473339723,
2016,VARESE,ALL,65-79,8.80650544,45.80041256,143019,16.067925715377097,"(45.80041256, 8.80650544)"
2014,ITALIA,F,40-64,,,11162788,18.36508394136302,
2012,BERGAMO,M,0-17,9.63853045,45.68012929,102585,9.438397629934952,"(45.68012929, 9.63853045)"
2013,SONDRIO,F,65-79,9.879429303,46.1707552,14421,7.962959895307038,"(46.1707552, 9.879429303)"
2016,REGIONE LOMBARDIA,ALL,18-39,,,2417252,24.152355198644653,
2017,MANTOVA,M,0-17,10.77086348,45.14135331,34679,8.404789025956715,"(45.14135331, 10.77086348)"
2012,CREMONA,M,18-39,10.0131151,45.13644491,47109,13.174357697976122,"(45.13644491, 10.0131151)"
2016,ITALIA,ALL,0-17,,,10008033,16.497061075073727,
2013,CREMONA,ALL,80 e +,10.0131151,45.13644491,24347,6.729185322764309,"(45.13644491, 10.0131151)"
2016,SONDRIO,M,40-64,9.879429303,46.1707552,34060,18.743946464735405,"(46.1707552, 9.879429303)"
2015,CREMONA,ALL,80 e +,10.0131151,45.13644491,25403,7.024971654544952,"(45.13644491, 10.0131151)"
2013,ITALIA,ALL,65-79,,,8882932,14.882965930581113,
2014,COMO,ALL,18-39,9.039360974,45.80216962,150539,25.139693725889682,"(45.80216962, 9.039360974)"
2016,LECCO,ALL,65-79,9.388156645,45.85028614,54040,15.929067896030702,"(45.85028614, 9.388156645)"
2013,LODI,ALL,18-39,9.510140481,45.31535435,60426,26.761087343554856,"(45.31535435, 9.510140481)"
2012,BRESCIA,M,ALL,10.18167955,45.51939749,607998,49.108333501605316,"(45.51939749, 10.18167955)"
2013,REGIONE LOMBARDIA,F,80 e +,,,393044,4.01289495917362,
2012,ITALIA,M,40-64,,,10351826,17.429016267529256,
2015,MANTOVA,F,80 e +,10.77086348,45.14135331,19910,4.798526941403021,"(45.14135331, 10.77086348)"
2013,REGIONE LOMBARDIA,ALL,0-17,,,1662525,16.974023753066124,
2015,COMO,M,65-79,9.039360974,45.80216962,42979,7.164301014327268,"(45.80216962, 9.039360974)"
2014,MILANO,M,40-64,9.18951,45.46427,572970,18.03959473329597,"(45.46427, 9.18951)"
2017,BRESCIA,ALL,0-17,10.18167955,45.51939749,222554,17.62555457527572,"(45.51939749, 10.18167955)"
2012,MANTOVA,ALL,80 e +,10.77086348,45.14135331,28137,6.89316416250395,"(45.14135331, 10.77086348)"
2012,LECCO,F,18-39,9.388156645,45.85028614,42586,12.669615948733663,"(45.85028614, 9.388156645)"
2015,VARESE,M,65-79,8.80650544,45.80041256,65137,7.316840291428996,"(45.80041256, 8.80650544)"
2016,ITALIA,F,80 e +,,,2593132,4.274472014603478,
2013,VARESE,ALL,18-39,8.80650544,45.80041256,223125,25.44300766283525,"(45.80041256, 8.80650544)"
2015,PAVIA,ALL,80 e +,9.14034225,45.18407925,41480,7.55938344006619,"(45.18407925, 9.14034225)"
2013,MANTOVA,F,0-17,10.77086348,45.14135331,32491,7.898914510070868,"(45.14135331, 10.77086348)"
2015,MILANO,M,ALL,9.18951,45.46427,1545121,48.332986635177086,"(45.46427, 9.18951)"
2013,BERGAMO,F,40-64,9.63853045,45.68012929,194872,17.811787631779552,"(45.68012929, 9.63853045)"
2015,LECCO,ALL,ALL,9.388156645,45.85028614,340251,3.401620476245462,"(45.85028614, 9.388156645)"
2013,REGIONE LOMBARDIA,ALL,18-39,,,2498988,25.514131619450666,
2017,MILANO,F,65-79,9.18951,45.46427,277664,8.627925974791506,"(45.46427, 9.18951)"
2012,BRESCIA,M,80 e +,10.18167955,45.51939749,20615,1.665084910041799,"(45.51939749, 10.18167955)"
2012,LECCO,M,40-64,9.388156645,45.85028614,61352,18.252624751953874,"(45.85028614, 9.388156645)"
2015,LECCO,M,80 e +,9.388156645,45.85028614,7367,2.165166303699328,"(45.85028614, 9.388156645)"
2012,SONDRIO,F,65-79,9.879429303,46.1707552,14276,7.897502848987088,"(46.1707552, 9.879429303)"
2013,COMO,M,18-39,9.039360974,45.80216962,77264,13.040249517302838,"(45.80216962, 9.039360974)"
2012,VARESE,ALL,0-17,8.80650544,45.80041256,144996,16.640691170090918,"(45.80041256, 8.80650544)"
2014,LECCO,ALL,40-64,9.388156645,45.85028614,125054,36.69274149536111,"(45.85028614, 9.388156645)"
2017,BERGAMO,F,80 e +,9.63853045,45.68012929,41101,3.703016308191576,"(45.68012929, 9.63853045)"
2012,MONZA E DELLA BRIANZA,M,65-79,9.258430902,45.5823624,56686,6.745458483170268,"(45.5823624, 9.258430902)"
2012,VARESE,F,80 e +,8.80650544,45.80041256,34737,3.986645763851749,"(45.80041256, 8.80650544)"
