ANNO,PROVINCIA,GENERE,FASCIA D'ETA',COORDINATA X,COORDINATA Y,POPOLAZIONE,% POPOLAZIONE,POSIZIONE
2012,BERGAMO,F,0-17,9.63853045,45.68012929,98058,9.021888139554141,"(45.68012929, 9.63853045)"
2015,CREMONA,ALL,65-79,10.0131151,45.13644491,58082,16.06205580597882,"(45.13644491, 10.0131151)"
2013,MANTOVA,ALL,ALL,10.77086348,45.14135331,411335,4.199642147015807,"(45.14135331, 10.77086348)"
2016,MONZA E DELLA BRIANZA,F,65-79,9.258430902,45.5823624,71367,8.240269907028944,"(45.5823624, 9.258430902)"
2014,LECCO,F,80 e +,9.388156645,45.85028614,13916,4.083165597657374,"(45.85028614, 9.388156645)"
2012,LODI,ALL,40-64,9.510140481,45.31535435,81076,36.24982674517904,"(45.31535435, 9.510140481)"
2015,LECCO,M,0-17,9.388156645,45.85028614,29484,8.665367625664583,"(45.85028614, 9.388156645)"
2012,LODI,F,40-64,9.510140481,45.31535435,39970,17.870955338260476,"(45.31535435, 9.510140481)"
2013,BERGAMO,M,80 e +,9.63853045,45.68012929,18157,1.659595160054915,"(45.68012929, 9.63853045)"
2015,BRESCIA,M,ALL,10.18167955,45.51939749,622658,49.21898034665084,"(45.51939749, 10.18167955)"
2015,MANTOVA,F,ALL,10.77086348,45.14135331,212033,51.102263333325304,"(45.14135331, 10.77086348)"
2012,LECCO,F,0-17,9.388156645,45.85028614,28485,8.474475421492473,"(45.85028614, 9.388156645)"
2016,REGIONE LOMBARDIA,F,65-79,,,834193,8.334971132601392,
2014,MILANO,M,65-79,9.18951,45.46427,229163,7.21505078427545,"(45.46427, 9.18951)"
2014,SONDRIO,ALL,40-64,9.879429303,46.1707552,68108,37.32354230600613,"(46.1707552, 9.879429303)"
2012,VARESE,F,0-17,8.80650544,45.80041256,70582,8.100452868819534,"(45.80041256, 8.80650544)"
2015,SONDRIO,M,0-17,9.879429303,46.1707552,15432,8.475116153905297,"(46.1707552, 9.879429303)"
2014,CREMONA,F,40-64,10.0131151,45.13644491,65296,18.030546113254232,"(45.13644491, 10.0131151)"
2017,MANTOVA,M,80 e +,10.77086348,45.14135331,10651,2.581372240129905,"(45.14135331, 10.77086348)"
2017,COMO,F,80 e +,9.039360974,45.80216962,25894,4.314300471517353,"(45.80216962, 9.039360974)"
2017,BERGAMO,ALL,40-64,9.63853045,45.68012929,413838,37.28495323591604,"(45.68012929, 9.63853045)"
2017,MONZA E DELLA BRIANZA,M,0-17,9.258430902,45.5823624,76149,8.764252887982975,"(45.5823624, 9.258430902)"
2017,REGIONE LOMBARDIA,M,0-17,,,863498,8.618461856006778,
2014,LECCO,M,0-17,9.388156645,45.85028614,29849,8.758149606530248,"(45.85028614, 9.388156645)"
2017,CREMONA,ALL,18-39,10.0131151,45.13644491,83630,23.270114750631627,"(45.13644491, 10.0131151)"
2014,SONDRIO,M,80 e +,9.879429303,46.1707552,3745,2.052279701885138,"(46.1707552, 9.879429303)"
2017,CREMONA,F,18-39,10.0131151,45.13644491,41018,11.41329148441239,"(45.13644491, 10.0131151)"
2012,MONZA E DELLA BRIANZA,F,18-39,9.258430902,45.5823624,108948,12.964474664369233,"(45.5823624, 9.258430902)"
2014,VARESE,F,18-39,8.80650544,45.80041256,109007,12.275604534700005,"(45.80041256, 8.80650544)"
2017,MONZA E DELLA BRIANZA,ALL,40-64,9.258430902,45.5823624,328897,37.853898043295864,"(45.5823624, 9.258430902)"
2012,COMO,M,18-39,9.039360974,45.80216962,78431,13.365996642779846,"(45.80216962, 9.039360974)"
2016,BRESCIA,F,0-17,10.18167955,45.51939749,109304,8.646750072185458,"(45.51939749, 10.18167955)"
2015,PAVIA,M,80 e +,9.14034225,45.18407925,13537,2.467005150148891,"(45.18407925, 9.14034225)"
2016,PAVIA,F,0-17,9.14034225,45.18407925,39991,7.29861331639674,"(45.18407925, 9.14034225)"
2014,LODI,M,65-79,9.510140481,45.31535435,15358,6.704149605818004,"(45.31535435, 9.510140481)"
2012,VARESE,F,ALL,8.80650544,45.80041256,448934,51.52260786334517,"(45.80041256, 8.80650544)"
2012,MANTOVA,F,ALL,10.77086348,45.14135331,209475,51.31839083557291,"(45.14135331, 10.77086348)"
2013,LODI,M,65-79,9.510140481,45.31535435,14714,6.516443901186015,"(45.31535435, 9.510140481)"
2016,VARESE,ALL,40-64,8.80650544,45.80041256,328694,36.928175802446944,"(45.80041256, 8.80650544)"
2016,LODI,F,18-39,9.510140481,45.31535435,28101,12.249087889526749,"(45.31535435, 9.510140481)"
2015,LECCO,F,ALL,9.388156645,45.85028614,173056,50.8612759404087,"(45.85028614, 9.388156645)"
2017,ITALIA,ALL,ALL,,,60589445,100,
2017,LODI,M,40-64,9.510140481,45.31535435,43914,19.148156868900923,"(45.31535435, 9.510140481)"
2012,CREMONA,ALL,65-79,10.0131151,45.13644491,54913,15.35680027741966,"(45.13644491, 10.0131151)"
2016,BERGAMO,M,18-39,9.63853045,45.68012929,139554,12.591739766741435,"(45.68012929, 9.63853045)"
2017,SONDRIO,F,ALL,9.879429303,46.1707552,92515,50.99015085125966,"(46.1707552, 9.879429303)"
2016,CREMONA,ALL,40-64,10.0131151,45.13644491,133478,37.03154997725028,"(45.13644491, 10.0131151)"
2016,VARESE,M,0-17,8.80650544,45.80041256,76123,8.55228122998798,"(45.80041256, 8.80650544)"
2014,COMO,F,40-64,9.039360974,45.80216962,110484,18.450593677460297,"(45.80216962, 9.039360974)"
2012,CREMONA,M,80 e +,10.0131151,45.13644491,7405,2.070859469602691,"(45.13644491, 10.0131151)"
2016,ITALIA,F,ALL,,,31209230,51.444731788556574,
2017,LODI,ALL,18-39,9.510140481,45.31535435,55541,24.217966494867838,"(45.31535435, 9.510140481)"
2016,SONDRIO,M,18-39,9.879429303,46.1707552,22000,12.107070529189047,"(46.1707552, 9.879429303)"
2012,LECCO,ALL,80 e +,9.388156645,45.85028614,19308,5.744257378907378,"(45.85028614, 9.388156645)"
2014,MONZA E DELLA BRIANZA,ALL,ALL,9.258430902,45.5823624,862684,8.649851199145084,"(45.5823624, 9.258430902)"
2016,LECCO,F,80 e +,9.388156645,45.85028614,14336,4.225742364128352,"(45.85028614, 9.388156645)"
2017,ITALIA,F,80 e +,,,2633753,4.346884180899825,
2014,MONZA E DELLA BRIANZA,ALL,0-17,9.258430902,45.5823624,148994,17.270982190466032,"(45.5823624, 9.258430902)"
2014,VARESE,ALL,0-17,8.80650544,45.80041256,148170,16.685867181983724,"(45.80041256, 8.80650544)"
2014,MONZA E DELLA BRIANZA,M,0-17,9.258430902,45.5823624,76777,8.899782539145273,"(45.5823624, 9.258430902)"
2013,MONZA E DELLA BRIANZA,ALL,18-39,9.258430902,45.5823624,218819,25.72271254660955,"(45.5823624, 9.258430902)"
2016,CREMONA,M,40-64,10.0131151,45.13644491,67508,18.729122970558535,"(45.13644491, 10.0131151)"
2012,REGIONE LOMBARDIA,M,40-64,,,1741502,17.95199838035329,
2015,MILANO,F,40-64,9.18951,45.46427,598546,18.723139364838552,"(45.46427, 9.18951)"
2015,COMO,M,40-64,9.039360974,45.80216962,111040,18.509597352914213,"(45.80216962, 9.039360974)"
2017,REGIONE LOMBARDIA,ALL,ALL,,,10019166,100,
2012,SONDRIO,ALL,40-64,9.879429303,46.1707552,66352,36.7060177245721,"(46.1707552, 9.879429303)"
2013,BRESCIA,M,80 e +,10.18167955,45.51939749,21786,1.746804020551768,"(45.51939749, 10.18167955)"
2014,BERGAMO,ALL,80 e +,9.63853045,45.68012929,57542,5.195942718393124,"(45.68012929, 9.63853045)"
2015,CREMONA,M,18-39,10.0131151,45.13644491,44768,12.380188600978956,"(45.13644491, 10.0131151)"
2012,MILANO,F,80 e +,9.18951,45.46427,122748,4.043824904635008,"(45.46427, 9.18951)"
2015,MANTOVA,F,0-17,10.77086348,45.14135331,32685,7.8774411391139,"(45.14135331, 10.77086348)"
2015,VARESE,ALL,40-64,8.80650544,45.80041256,326348,36.65867625815235,"(45.80041256, 8.80650544)"
2015,MONZA E DELLA BRIANZA,F,18-39,9.258430902,45.5823624,103923,12.020375753131372,"(45.5823624, 9.258430902)"
2016,VARESE,M,ALL,8.80650544,45.80041256,432727,48.61609500162905,"(45.80041256, 8.80650544)"
2013,ITALIA,M,18-39,,,7886311,13.213170823661272,
2013,PAVIA,ALL,40-64,9.14034225,45.18407925,199656,37.00286710318792,"(45.18407925, 9.14034225)"
2012,PAVIA,F,0-17,9.14034225,45.18407925,39131,7.305111767407302,"(45.18407925, 9.14034225)"
2017,SONDRIO,F,0-17,9.879429303,46.1707552,14160,7.804361844607219,"(46.1707552, 9.879429303)"
2015,ITALIA,ALL,40-64,,,22098728,36.349215466405695,
2012,REGIONE LOMBARDIA,F,80 e +,,,381904,3.936797080595051,
2016,VARESE,F,65-79,8.80650544,45.80041256,77188,8.671932051814984,"(45.80041256, 8.80650544)"
2016,REGIONE LOMBARDIA,M,0-17,,,868473,8.677485167633543,
2013,CREMONA,M,0-17,10.0131151,45.13644491,29999,8.29132256531016,"(45.13644491, 10.0131151)"
2016,LODI,M,40-64,9.510140481,45.31535435,43634,19.0198463033917,"(45.31535435, 9.510140481)"
2015,REGIONE LOMBARDIA,M,65-79,,,705838,7.056534716171721,
2017,SONDRIO,ALL,80 e +,9.879429303,46.1707552,12686,6.991958641291468,"(46.1707552, 9.879429303)"
2014,LODI,ALL,40-64,9.510140481,45.31535435,84398,36.841829563213174,"(45.31535435, 9.510140481)"
2017,LECCO,F,65-79,9.388156645,45.85028614,28943,8.53176825709384,"(45.85028614, 9.388156645)"
2014,VARESE,ALL,ALL,8.80650544,45.80041256,887997,8.903656397113242,"(45.80041256, 8.80650544)"
2012,MILANO,F,ALL,9.18951,45.46427,1581706,52.10791307891468,"(45.46427, 9.18951)"
2014,REGIONE LOMBARDIA,ALL,0-17,,,1695774,17.0029730090961,
