lago,punto,codice_comune,zero_idrometrico,altezza,unit_di_misura_altezza,zero_idrometrico_unit_di_misura,periodo,anno,zero_idrometrico_unit_di_misura_testuale
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.65,cm,mslm,2019-08-12,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.75,cm,mslm,2019-08-13,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.74,cm,mslm,2019-08-14,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.71,cm,mslm,2019-08-15,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.7,cm,mslm,2019-08-16,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.66,cm,mslm,2019-08-17,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.62,cm,mslm,2019-08-18,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.63,cm,mslm,2019-08-19,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.68,cm,mslm,2019-08-20,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.74,cm,mslm,2019-08-21,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.75,cm,mslm,2019-08-22,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.77,cm,mslm,2019-08-23,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.76,cm,mslm,2019-08-24,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.73,cm,mslm,2019-08-25,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.72,cm,mslm,2019-08-26,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.71,cm,mslm,2019-08-27,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.73,cm,mslm,2019-08-28,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.73,cm,mslm,2019-08-29,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.69,cm,mslm,2019-08-30,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.66,cm,mslm,2019-08-31,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.63,cm,mslm,2019-09-01,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.6,cm,mslm,2019-09-02,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.56,cm,mslm,2019-09-03,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.52,cm,mslm,2019-09-04,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.59,cm,mslm,2019-09-05,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.62,cm,mslm,2019-09-06,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.61,cm,mslm,2019-09-07,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.59,cm,mslm,2019-09-08,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.58,cm,mslm,2019-09-09,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.57,cm,mslm,2019-09-10,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.54,cm,mslm,2019-09-11,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.51,cm,mslm,2019-09-12,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.49,cm,mslm,2019-09-13,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.45,cm,mslm,2019-09-14,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.4,cm,mslm,2019-09-15,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.38,cm,mslm,2019-09-16,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.37,cm,mslm,2019-09-17,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.34,cm,mslm,2019-09-18,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.32,cm,mslm,2019-09-19,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.3,cm,mslm,2019-09-20,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.24,cm,mslm,2019-09-21,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.2,cm,mslm,2019-09-22,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.19,cm,mslm,2019-09-23,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.17,cm,mslm,2019-09-24,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.16,cm,mslm,2019-09-25,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.14,cm,mslm,2019-09-26,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.12,cm,mslm,2019-09-27,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.08,cm,mslm,2019-09-28,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.04,cm,mslm,2019-09-29,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.02,cm,mslm,2019-09-30,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.04,cm,mslm,2019-10-01,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.06,cm,mslm,2019-10-02,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.01,cm,mslm,2019-10-03,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.03,cm,mslm,2019-10-04,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.05,cm,mslm,2019-10-05,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.06,cm,mslm,2019-10-06,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.08,cm,mslm,2019-10-07,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.09,cm,mslm,2019-10-08,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.1,cm,mslm,2019-10-09,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.1,cm,mslm,2019-10-10,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.1,cm,mslm,2019-10-11,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.12,cm,mslm,2019-10-12,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.14,cm,mslm,2019-10-13,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,-0.14,cm,mslm,2019-10-14,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.16,cm,mslm,2019-10-15,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.37,cm,mslm,2019-10-16,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.42,cm,mslm,2019-10-17,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.41,cm,mslm,2019-10-18,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.43,cm,mslm,2019-10-19,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.84,cm,mslm,2019-10-20,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.68,cm,mslm,2019-10-21,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,2.11,cm,mslm,2019-10-22,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,2.03,cm,mslm,2019-10-23,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,2.0,cm,mslm,2019-10-24,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.89,cm,mslm,2019-10-25,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.74,cm,mslm,2019-10-26,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.57,cm,mslm,2019-10-27,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.44,cm,mslm,2019-10-28,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.32,cm,mslm,2019-10-29,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.2,cm,mslm,2019-10-30,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.12,cm,mslm,2019-10-31,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.03,cm,mslm,2019-11-01,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,0.96,cm,mslm,2019-11-02,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.04,cm,mslm,2019-11-03,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.08,cm,mslm,2019-11-04,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.09,cm,mslm,2019-11-05,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.1,cm,mslm,2019-11-06,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.11,cm,mslm,2019-11-07,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.19,cm,mslm,2019-11-08,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.15,cm,mslm,2019-11-09,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.11,cm,mslm,2019-11-10,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.13,cm,mslm,2019-11-11,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.13,cm,mslm,2019-11-12,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.14,cm,mslm,2019-11-13,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.14,cm,mslm,2019-11-14,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.22,cm,mslm,2019-11-15,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.24,cm,mslm,2019-11-16,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.28,cm,mslm,2019-11-17,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.21,cm,mslm,2019-11-18,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.2,cm,mslm,2019-11-19,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.21,cm,mslm,2019-11-20,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.2,cm,mslm,2019-11-21,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.24,cm,mslm,2019-11-22,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.56,cm,mslm,2019-11-23,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.87,cm,mslm,2019-11-24,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.89,cm,mslm,2019-11-25,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.82,cm,mslm,2019-11-26,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.79,cm,mslm,2019-11-27,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.7,cm,mslm,2019-11-28,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.61,cm,mslm,2019-11-29,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.49,cm,mslm,2019-11-30,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.4,cm,mslm,2019-12-01,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.35,cm,mslm,2019-12-02,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.35,cm,mslm,2019-12-03,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.35,cm,mslm,2019-12-04,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.35,cm,mslm,2019-12-05,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.38,cm,mslm,2019-12-06,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.36,cm,mslm,2019-12-07,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.37,cm,mslm,2019-12-08,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.4,cm,mslm,2019-12-09,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.43,cm,mslm,2019-12-10,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.43,cm,mslm,2019-12-11,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.43,cm,mslm,2019-12-12,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.41,cm,mslm,2019-12-13,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.35,cm,mslm,2019-12-14,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.29,cm,mslm,2019-12-15,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.28,cm,mslm,2019-12-16,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.33,cm,mslm,2019-12-17,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.33,cm,mslm,2019-12-18,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.32,cm,mslm,2019-12-19,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.64,cm,mslm,2019-12-20,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.75,cm,mslm,2019-12-21,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.68,cm,mslm,2019-12-22,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.59,cm,mslm,2019-12-23,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.46,cm,mslm,2019-12-24,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.34,cm,mslm,2019-12-25,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.29,cm,mslm,2019-12-26,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.29,cm,mslm,2019-12-27,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.29,cm,mslm,2019-12-28,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.27,cm,mslm,2019-12-29,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.25,cm,mslm,2019-12-30,2019,metri sul livello del mare
LAGO MAGGIORE,SESTO CALENDE,012120,192.87,1.25,cm,mslm,2019-12-31,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,0.09,cm,mslm,2019-01-01,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,0.1,cm,mslm,2019-01-02,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,0.03,cm,mslm,2019-01-03,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,0.03,cm,mslm,2019-01-04,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,0.02,cm,mslm,2019-01-05,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,0.01,cm,mslm,2019-01-06,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,0.0,cm,mslm,2019-01-07,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,0.0,cm,mslm,2019-01-08,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,0.0,cm,mslm,2019-01-09,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.01,cm,mslm,2019-01-10,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.03,cm,mslm,2019-01-11,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.04,cm,mslm,2019-01-12,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.04,cm,mslm,2019-01-13,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.05,cm,mslm,2019-01-14,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.05,cm,mslm,2019-01-15,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.05,cm,mslm,2019-01-16,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.04,cm,mslm,2019-01-17,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.04,cm,mslm,2019-01-18,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.05,cm,mslm,2019-01-19,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.06,cm,mslm,2019-01-20,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.06,cm,mslm,2019-01-21,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.05,cm,mslm,2019-01-22,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.04,cm,mslm,2019-01-23,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.03,cm,mslm,2019-01-24,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.04,cm,mslm,2019-01-25,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.05,cm,mslm,2019-01-26,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.05,cm,mslm,2019-01-27,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.06,cm,mslm,2019-01-28,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.06,cm,mslm,2019-01-29,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.06,cm,mslm,2019-01-30,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.07,cm,mslm,2019-01-31,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.02,cm,mslm,2019-02-01,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.01,cm,mslm,2019-02-02,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.01,cm,mslm,2019-02-03,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.03,cm,mslm,2019-02-04,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.05,cm,mslm,2019-02-05,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.06,cm,mslm,2019-02-06,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.08,cm,mslm,2019-02-07,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.08,cm,mslm,2019-02-08,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.09,cm,mslm,2019-02-09,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.1,cm,mslm,2019-02-10,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.11,cm,mslm,2019-02-11,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.13,cm,mslm,2019-02-12,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.14,cm,mslm,2019-02-13,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.15,cm,mslm,2019-02-14,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.16,cm,mslm,2019-02-15,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.17,cm,mslm,2019-02-16,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.18,cm,mslm,2019-02-17,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.2,cm,mslm,2019-02-18,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.2,cm,mslm,2019-02-19,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.22,cm,mslm,2019-02-20,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.21,cm,mslm,2019-02-21,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.21,cm,mslm,2019-02-22,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.23,cm,mslm,2019-02-23,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.24,cm,mslm,2019-02-24,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.23,cm,mslm,2019-02-25,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.23,cm,mslm,2019-02-26,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.24,cm,mslm,2019-02-27,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.24,cm,mslm,2019-02-28,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.23,cm,mslm,2019-03-01,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.25,cm,mslm,2019-03-02,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.26,cm,mslm,2019-03-03,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.25,cm,mslm,2019-03-04,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.26,cm,mslm,2019-03-05,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.27,cm,mslm,2019-03-06,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.22,cm,mslm,2019-03-07,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.21,cm,mslm,2019-03-08,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.22,cm,mslm,2019-03-09,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.22,cm,mslm,2019-03-10,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.23,cm,mslm,2019-03-11,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.23,cm,mslm,2019-03-12,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.23,cm,mslm,2019-03-13,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.23,cm,mslm,2019-03-14,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.24,cm,mslm,2019-03-15,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.26,cm,mslm,2019-03-16,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.27,cm,mslm,2019-03-17,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.26,cm,mslm,2019-03-18,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.26,cm,mslm,2019-03-19,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.27,cm,mslm,2019-03-20,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.28,cm,mslm,2019-03-21,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.28,cm,mslm,2019-03-22,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.28,cm,mslm,2019-03-23,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.29,cm,mslm,2019-03-24,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.25,cm,mslm,2019-03-25,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.3,cm,mslm,2019-03-26,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.3,cm,mslm,2019-03-27,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.29,cm,mslm,2019-03-28,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.28,cm,mslm,2019-03-29,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.27,cm,mslm,2019-03-30,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.27,cm,mslm,2019-03-31,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.27,cm,mslm,2019-04-01,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.24,cm,mslm,2019-04-02,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.22,cm,mslm,2019-04-03,2019,metri sul livello del mare
LAGO DI COMO,MALGRATE,097045,197.37,-0.04,cm,mslm,2019-04-04,2019,metri sul livello del mare
