lago,punto,codice_comune,zero_idrometrico,altezza,unit_di_misura_altezza,zero_idrometrico_unit_di_misura,periodo,anno,zero_idrometrico_unit_di_misura_testuale
LAGO D'IDRO,,,,367.85,m,mslm,2020-01-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.84,m,mslm,2020-01-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.78,m,mslm,2020-01-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.72,m,mslm,2020-01-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.7,m,mslm,2020-01-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.73,m,mslm,2020-01-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.74,m,mslm,2020-01-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.74,m,mslm,2020-01-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.75,m,mslm,2020-01-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.73,m,mslm,2020-01-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.69,m,mslm,2020-01-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.66,m,mslm,2020-01-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.65,m,mslm,2020-01-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.68,m,mslm,2020-01-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.7,m,mslm,2020-01-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.71,m,mslm,2020-01-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.69,m,mslm,2020-01-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.63,m,mslm,2020-01-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.61,m,mslm,2020-01-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.61,m,mslm,2020-01-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.59,m,mslm,2020-01-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.57,m,mslm,2020-01-30,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.59,m,mslm,2020-01-31,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.6,m,mslm,2020-02-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.59,m,mslm,2020-02-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.65,m,mslm,2020-02-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.65,m,mslm,2020-02-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.71,m,mslm,2020-02-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.77,m,mslm,2020-02-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.84,m,mslm,2020-02-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.85,m,mslm,2020-02-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.85,m,mslm,2020-02-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.89,m,mslm,2020-02-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.91,m,mslm,2020-02-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.94,m,mslm,2020-02-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.95,m,mslm,2020-02-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.97,m,mslm,2020-02-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.95,m,mslm,2020-02-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.92,m,mslm,2020-02-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.97,m,mslm,2020-02-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.99,m,mslm,2020-02-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.02,m,mslm,2020-02-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.04,m,mslm,2020-02-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.1,m,mslm,2020-02-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.14,m,mslm,2020-02-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.13,m,mslm,2020-02-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.17,m,mslm,2020-02-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.14,m,mslm,2020-02-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.1,m,mslm,2020-02-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.07,m,mslm,2020-02-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.05,m,mslm,2020-02-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.02,m,mslm,2020-02-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.97,m,mslm,2020-03-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.02,m,mslm,2020-03-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.1,m,mslm,2020-03-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.11,m,mslm,2020-03-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.17,m,mslm,2020-03-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.19,m,mslm,2020-03-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.15,m,mslm,2020-03-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.14,m,mslm,2020-03-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.16,m,mslm,2020-03-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.14,m,mslm,2020-03-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.12,m,mslm,2020-03-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.11,m,mslm,2020-03-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.08,m,mslm,2020-03-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.04,m,mslm,2020-03-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.97,m,mslm,2020-03-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.94,m,mslm,2020-03-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.9,m,mslm,2020-03-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.86,m,mslm,2020-03-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.83,m,mslm,2020-03-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.78,m,mslm,2020-03-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.76,m,mslm,2020-03-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.73,m,mslm,2020-03-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.71,m,mslm,2020-03-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.7,m,mslm,2020-03-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.71,m,mslm,2020-03-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.73,m,mslm,2020-03-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.76,m,mslm,2020-03-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.78,m,mslm,2020-03-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.81,m,mslm,2020-03-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.85,m,mslm,2020-03-30,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.85,m,mslm,2020-03-31,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.86,m,mslm,2020-04-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.87,m,mslm,2020-04-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.89,m,mslm,2020-04-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.9,m,mslm,2020-04-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.88,m,mslm,2020-04-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.86,m,mslm,2020-04-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.85,m,mslm,2020-04-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.83,m,mslm,2020-04-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.85,m,mslm,2020-04-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.89,m,mslm,2020-04-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.88,m,mslm,2020-04-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.89,m,mslm,2020-04-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.91,m,mslm,2020-04-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.96,m,mslm,2020-04-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.99,m,mslm,2020-04-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.01,m,mslm,2020-04-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.06,m,mslm,2020-04-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.08,m,mslm,2020-04-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.07,m,mslm,2020-04-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.12,m,mslm,2020-04-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.19,m,mslm,2020-04-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.23,m,mslm,2020-04-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.22,m,mslm,2020-04-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.25,m,mslm,2020-04-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.28,m,mslm,2020-04-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.27,m,mslm,2020-04-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.23,m,mslm,2020-04-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.19,m,mslm,2020-04-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.17,m,mslm,2020-04-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.23,m,mslm,2020-04-30,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.35,m,mslm,2020-05-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.44,m,mslm,2020-05-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.52,m,mslm,2020-05-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.53,m,mslm,2020-05-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.52,m,mslm,2020-05-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.49,m,mslm,2020-05-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.44,m,mslm,2020-05-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.39,m,mslm,2020-05-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.34,m,mslm,2020-05-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.31,m,mslm,2020-05-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.47,m,mslm,2020-05-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.59,m,mslm,2020-05-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.63,m,mslm,2020-05-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.66,m,mslm,2020-05-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.77,m,mslm,2020-05-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.86,m,mslm,2020-05-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.85,m,mslm,2020-05-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.86,m,mslm,2020-05-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.86,m,mslm,2020-05-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.82,m,mslm,2020-05-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.79,m,mslm,2020-05-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.81,m,mslm,2020-05-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.84,m,mslm,2020-05-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.77,m,mslm,2020-05-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.79,m,mslm,2020-05-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.76,m,mslm,2020-05-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.74,m,mslm,2020-05-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.72,m,mslm,2020-05-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.71,m,mslm,2020-05-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.63,m,mslm,2020-05-30,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.58,m,mslm,2020-05-31,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.49,m,mslm,2020-06-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.41,m,mslm,2020-06-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.37,m,mslm,2020-06-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.46,m,mslm,2020-06-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.55,m,mslm,2020-06-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.57,m,mslm,2020-06-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.79,m,mslm,2020-06-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.8,m,mslm,2020-06-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.82,m,mslm,2020-06-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.83,m,mslm,2020-06-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.8,m,mslm,2020-06-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.88,m,mslm,2020-06-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.89,m,mslm,2020-06-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.89,m,mslm,2020-06-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.93,m,mslm,2020-06-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.9,m,mslm,2020-06-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.9,m,mslm,2020-06-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.9,m,mslm,2020-06-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.92,m,mslm,2020-06-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.88,m,mslm,2020-06-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.81,m,mslm,2020-06-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.83,m,mslm,2020-06-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.83,m,mslm,2020-06-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.85,m,mslm,2020-06-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.87,m,mslm,2020-06-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.86,m,mslm,2020-06-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.79,m,mslm,2020-06-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.71,m,mslm,2020-06-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.64,m,mslm,2020-06-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.66,m,mslm,2020-06-30,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.67,m,mslm,2020-07-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.72,m,mslm,2020-07-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.71,m,mslm,2020-07-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.62,m,mslm,2020-07-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.53,m,mslm,2020-07-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.49,m,mslm,2020-07-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.46,m,mslm,2020-07-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.46,m,mslm,2020-07-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.5,m,mslm,2020-07-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.45,m,mslm,2020-07-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.43,m,mslm,2020-07-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.34,m,mslm,2020-07-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.33,m,mslm,2020-07-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.34,m,mslm,2020-07-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.38,m,mslm,2020-07-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.42,m,mslm,2020-07-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.43,m,mslm,2020-07-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.37,m,mslm,2020-07-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.3,m,mslm,2020-07-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.32,m,mslm,2020-07-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.35,m,mslm,2020-07-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.39,m,mslm,2020-07-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.4,m,mslm,2020-07-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.5,m,mslm,2020-07-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.51,m,mslm,2020-07-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.49,m,mslm,2020-07-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.55,m,mslm,2020-07-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.58,m,mslm,2020-07-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.6,m,mslm,2020-07-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.62,m,mslm,2020-07-30,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.64,m,mslm,2020-07-31,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.53,m,mslm,2020-08-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.45,m,mslm,2020-08-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.49,m,mslm,2020-08-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.57,m,mslm,2020-08-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.64,m,mslm,2020-08-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.74,m,mslm,2020-08-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.75,m,mslm,2020-08-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.67,m,mslm,2020-08-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.61,m,mslm,2020-08-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.56,m,mslm,2020-08-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.54,m,mslm,2020-08-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.5,m,mslm,2020-08-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.47,m,mslm,2020-08-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.41,m,mslm,2020-08-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.32,m,mslm,2020-08-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.23,m,mslm,2020-08-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.24,m,mslm,2020-08-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.2,m,mslm,2020-08-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.23,m,mslm,2020-08-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.23,m,mslm,2020-08-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.2,m,mslm,2020-08-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.14,m,mslm,2020-08-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.08,m,mslm,2020-08-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.11,m,mslm,2020-08-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.15,m,mslm,2020-08-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.16,m,mslm,2020-08-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.14,m,mslm,2020-08-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.02,m,mslm,2020-08-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.94,m,mslm,2020-08-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.1,m,mslm,2020-08-30,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.19,m,mslm,2020-08-31,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.18,m,mslm,2020-09-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.19,m,mslm,2020-09-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.15,m,mslm,2020-09-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.09,m,mslm,2020-09-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.06,m,mslm,2020-09-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.02,m,mslm,2020-09-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.01,m,mslm,2020-09-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.98,m,mslm,2020-09-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.04,m,mslm,2020-09-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.03,m,mslm,2020-09-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.06,m,mslm,2020-09-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.0,m,mslm,2020-09-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.93,m,mslm,2020-09-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.91,m,mslm,2020-09-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.92,m,mslm,2020-09-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.91,m,mslm,2020-09-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.87,m,mslm,2020-09-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.83,m,mslm,2020-09-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.76,m,mslm,2020-09-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.69,m,mslm,2020-09-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.69,m,mslm,2020-09-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.7,m,mslm,2020-09-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.67,m,mslm,2020-09-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.72,m,mslm,2020-09-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.93,m,mslm,2020-09-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.0,m,mslm,2020-09-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.0,m,mslm,2020-09-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.06,m,mslm,2020-09-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.07,m,mslm,2020-09-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.01,m,mslm,2020-09-30,2020,metri sul livello del mare
LAGO D'IDRO,,,,367.92,m,mslm,2020-10-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.05,m,mslm,2020-10-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.73,m,mslm,2020-10-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.45,m,mslm,2020-10-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.47,m,mslm,2020-10-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.42,m,mslm,2020-10-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.48,m,mslm,2020-10-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.53,m,mslm,2020-10-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.57,m,mslm,2020-10-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.52,m,mslm,2020-10-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.51,m,mslm,2020-10-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.47,m,mslm,2020-10-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.41,m,mslm,2020-10-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.35,m,mslm,2020-10-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.33,m,mslm,2020-10-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.38,m,mslm,2020-10-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.34,m,mslm,2020-10-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.28,m,mslm,2020-10-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.26,m,mslm,2020-10-19,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.21,m,mslm,2020-10-20,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.17,m,mslm,2020-10-21,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.19,m,mslm,2020-10-22,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.24,m,mslm,2020-10-23,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.26,m,mslm,2020-10-24,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.22,m,mslm,2020-10-25,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.57,m,mslm,2020-10-26,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.5,m,mslm,2020-10-27,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.44,m,mslm,2020-10-28,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.37,m,mslm,2020-10-29,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.4,m,mslm,2020-10-30,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.42,m,mslm,2020-10-31,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.38,m,mslm,2020-11-01,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.41,m,mslm,2020-11-02,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.41,m,mslm,2020-11-03,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.4,m,mslm,2020-11-04,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.39,m,mslm,2020-11-05,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.38,m,mslm,2020-11-06,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.32,m,mslm,2020-11-07,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.24,m,mslm,2020-11-08,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.22,m,mslm,2020-11-09,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.21,m,mslm,2020-11-10,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.23,m,mslm,2020-11-11,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.25,m,mslm,2020-11-12,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.26,m,mslm,2020-11-13,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.25,m,mslm,2020-11-14,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.14,m,mslm,2020-11-15,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.13,m,mslm,2020-11-16,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.12,m,mslm,2020-11-17,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.07,m,mslm,2020-11-18,2020,metri sul livello del mare
LAGO D'IDRO,,,,368.02,m,mslm,2020-11-19,2020,metri sul livello del mare
